province,age,sex,education,Vote,Vote_Liberal,Vote_Conservative,Voting_Interest,Vote_Prob,age_range
Ontario,61,A man,"Some technical, community college, CEGEP, College Classique",Green Party,1,1,8,Certain to vote,60-69
Ontario,54,A woman,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Likely to vote,50-59
Ontario,67,A man,"Some technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,10,Certain to vote,60-69
Ontario,72,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,7,Certain to vote,70-79
Ontario,53,A man,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,50-59
Quebec,30,A man,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,8,Certain to vote,30-39
Alberta,23,A man,Bachelor's degree,Conservative Party,0,1,6,Certain to vote,18-29
Newfoundland and Labrador,59,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,50-59
Quebec,60,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,60-69
Ontario,73,A man,Some secondary/ high school,Liberal Party,1,0,9,Certain to vote,70-79
Quebec,59,A woman,Some university,Don't know/ Prefer not to answer,0,1,8,Certain to vote,50-59
Quebec,69,A woman,Some university,Liberal Party,1,0,7,Certain to vote,60-69
Ontario,83,A woman,Some university,Green Party,0,0,7,Certain to vote,80-89
Quebec,57,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,50-59
Quebec,58,A man,Bachelor's degree,Bloc Québécois,0,0,9,Certain to vote,50-59
Ontario,50,A woman,Master's degree,Liberal Party,1,0,10,Certain to vote,50-59
Newfoundland and Labrador,73,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,70-79
Quebec,37,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,4,Likely to vote,30-39
Quebec,52,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,50-59
Nova Scotia,79,A man,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,70-79
Ontario,70,A woman,Bachelor's degree,Liberal Party,1,0,5,Certain to vote,70-79
Ontario,99,A woman,Professional degree or doctorate,Liberal Party,1,0,7,Certain to vote,90-99
Quebec,65,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,9,Certain to vote,60-69
New Brunswick,64,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Likely to vote,60-69
Ontario,72,A woman,"Completed technical, community college, CEGEP, College Classique",Green Party,0,1,8,Certain to vote,70-79
Quebec,39,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,30-39
Ontario,73,A man,Professional degree or doctorate,Don't know/ Prefer not to answer,1,0,10,Certain to vote,70-79
Alberta,35,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Likely to vote,30-39
Ontario,67,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,69,A woman,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,60-69
Ontario,61,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Likely to vote,60-69
Ontario,49,A woman,Bachelor's degree,Don't know/ Prefer not to answer,1,0,5,Certain to vote,40-49
Ontario,56,A woman,Bachelor's degree,Conservative Party,0,1,9,Certain to vote,50-59
Ontario,32,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,30-39
Alberta,20,A man,Some secondary/ high school,Green Party,0,0,8,Certain to vote,18-29
Ontario,63,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,60-69
Quebec,75,A woman,"Completed technical, community college, CEGEP, College Classique",Bloc Québécois,0,0,8,Certain to vote,70-79
Quebec,58,A woman,Bachelor's degree,Green Party,0,0,NA,Likely to vote,50-59
Ontario,76,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Quebec,49,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,10,Certain to vote,40-49
Quebec,59,A woman,Some university,Liberal Party,1,0,6,Certain to vote,50-59
Quebec,60,A woman,Completed secondary/ high school,Conservative Party,0,1,8,Certain to vote,60-69
Quebec,56,A woman,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Certain to vote,50-59
Ontario,61,A woman,Bachelor's degree,Liberal Party,1,0,8,Certain to vote,60-69
Ontario,61,A woman,Master's degree,Don't know/ Prefer not to answer,0,0,9,Certain to vote,60-69
Ontario,61,A woman,Professional degree or doctorate,Liberal Party,1,0,10,Certain to vote,60-69
Ontario,68,A woman,Completed secondary/ high school,Liberal Party,1,0,9,Certain to vote,60-69
Quebec,62,A man,"Completed technical, community college, CEGEP, College Classique",People's Party,0,0,5,Certain to vote,60-69
Ontario,39,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,30-39
Quebec,38,A woman,Completed secondary/ high school,Conservative Party,0,1,6,Likely to vote,30-39
Quebec,45,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,40-49
New Brunswick,50,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,9,Certain to vote,50-59
Newfoundland and Labrador,71,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Likely to vote,70-79
Quebec,45,A man,Master's degree,Green Party,0,0,9,Certain to vote,40-49
Quebec,70,A woman,Master's degree,Green Party,0,1,9,Certain to vote,70-79
Ontario,49,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,40-49
Ontario,36,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,7,Don't know/ Prefer not to answer,30-39
Ontario,49,A man,Some university,Green Party,0,0,8,Certain to vote,40-49
Ontario,54,A woman,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,50-59
Quebec,51,A woman,Completed secondary/ high school,Conservative Party,0,1,5,Certain to vote,50-59
Ontario,61,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,60-69
Ontario,56,A man,Bachelor's degree,Conservative Party,0,1,10,Certain to vote,50-59
Quebec,53,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,50-59
Ontario,51,A man,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Likely to vote,50-59
Ontario,56,A woman,Some university,Another party (please specify),0,0,3,Certain to vote,50-59
Ontario,64,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,6,Certain to vote,60-69
Ontario,47,A woman,Some university,Don't know/ Prefer not to answer,0,1,0,Certain to vote,40-49
Ontario,44,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
British Columbia,52,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Ontario,65,A man,"Completed technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,60-69
British Columbia,45,A woman,Some secondary/ high school,NA,NA,NA,1,Unlikely to vote,40-49
Ontario,48,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,40-49
Quebec,57,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,50-59
Quebec,53,A man,Master's degree,Liberal Party,1,0,7,Certain to vote,50-59
Ontario,47,A man,"Completed technical, community college, CEGEP, College Classique",ndp,1,0,6,Certain to vote,40-49
Ontario,82,A woman,Completed secondary/ high school,Conservative Party,0,1,10,Certain to vote,80-89
Ontario,54,A woman,Bachelor's degree,ndp,0,0,8,Certain to vote,50-59
Newfoundland and Labrador,50,A woman,Master's degree,Liberal Party,1,0,9,Certain to vote,50-59
Ontario,52,A woman,Bachelor's degree,Don't know/ Prefer not to answer,1,0,9,Certain to vote,50-59
Prince Edward Island,56,A man,Completed secondary/ high school,NA,NA,NA,2,Unlikely to vote,50-59
Quebec,39,A woman,Some secondary/ high school,NA,NA,NA,5,Unlikely to vote,30-39
Quebec,21,A woman,Some university,Don't know/ Prefer not to answer,0,0,7,Likely to vote,18-29
Ontario,70,A woman,"Some technical, community college, CEGEP, College Classique",ndp,1,1,7,Likely to vote,70-79
Quebec,58,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,50-59
Ontario,60,A man,Master's degree,Green Party,1,0,9,Certain to vote,60-69
Nova Scotia,25,A man,Master's degree,Liberal Party,1,0,9,Certain to vote,18-29
Quebec,58,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,5,Certain to vote,50-59
Ontario,61,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,7,Certain to vote,60-69
Quebec,72,A man,Bachelor's degree,Green Party,0,0,7,Certain to vote,70-79
Quebec,39,A man,Some university,Conservative Party,0,1,10,Certain to vote,30-39
Newfoundland and Labrador,52,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,NA,Don't know/ Prefer not to answer,50-59
Ontario,56,A woman,Master's degree,Liberal Party,1,0,7,Certain to vote,50-59
Newfoundland and Labrador,65,A woman,Some university,NA,NA,NA,6,Don't know/ Prefer not to answer,60-69
Ontario,54,A man,Completed secondary/ high school,Don't know/ Prefer not to answer,0,0,4,Certain to vote,50-59
Newfoundland and Labrador,48,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,2,Likely to vote,40-49
Ontario,36,A woman,Bachelor's degree,Green Party,1,1,5,Likely to vote,30-39
Quebec,71,A woman,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,6,Certain to vote,70-79
Nova Scotia,72,A woman,Completed secondary/ high school,NA,NA,NA,0,Unlikely to vote,70-79
Quebec,49,A woman,Completed secondary/ high school,Green Party,1,0,10,Certain to vote,40-49
Quebec,52,A man,Professional degree or doctorate,Conservative Party,0,1,6,Likely to vote,50-59
Ontario,59,A man,"Some technical, community college, CEGEP, College Classique",Green Party,1,1,9,Certain to vote,50-59
Manitoba,31,A man,Bachelor's degree,Conservative Party,0,1,7,Certain to vote,30-39
Quebec,42,A woman,Bachelor's degree,People's Party,0,0,7,Certain to vote,40-49
Ontario,76,A woman,Completed secondary/ high school,Conservative Party,0,1,NA,Likely to vote,70-79
Ontario,49,A man,Master's degree,Conservative Party,0,1,6,Certain to vote,40-49
Ontario,48,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,40-49
Ontario,72,A man,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,10,Certain to vote,70-79
Ontario,73,A woman,Master's degree,ndp,0,0,10,Certain to vote,70-79
Ontario,29,A man,Completed elementary school,ndp,0,1,8,Certain to vote,18-29
Ontario,60,A woman,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,60-69
Ontario,75,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,8,Likely to vote,70-79
Ontario,32,A man,Master's degree,Green Party,1,1,9,Certain to vote,30-39
Ontario,62,A man,Bachelor's degree,Don't know/ Prefer not to answer,1,0,9,Certain to vote,60-69
Ontario,19,A woman,Completed secondary/ high school,Liberal Party,1,0,8,Certain to vote,18-29
Ontario,38,A man,Master's degree,Don't know/ Prefer not to answer,0,1,7,Certain to vote,30-39
Quebec,61,A man,Bachelor's degree,Bloc Québécois,0,0,7,Certain to vote,60-69
Ontario,62,A woman,Some university,Conservative Party,0,1,8,Certain to vote,60-69
Ontario,44,A man,Bachelor's degree,Don't know/ Prefer not to answer,0,0,5,Likely to vote,40-49
British Columbia,34,A woman,Completed secondary/ high school,ndp,1,1,7,Certain to vote,30-39
Quebec,24,A man,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,18-29
Nova Scotia,62,A man,Some secondary/ high school,Don't know/ Prefer not to answer,0,1,NA,Likely to vote,60-69
Quebec,31,A man,"Some technical, community college, CEGEP, College Classique",Green Party,0,0,8,Certain to vote,30-39
Quebec,34,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Likely to vote,30-39
Ontario,48,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,40-49
Ontario,64,A man,"Some technical, community college, CEGEP, College Classique",ndp,0,0,9,Certain to vote,60-69
Alberta,32,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,30-39
Quebec,31,A woman,Master's degree,Don't know/ Prefer not to answer,0,0,3,Likely to vote,30-39
Quebec,64,A man,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,60-69
Ontario,76,A man,Bachelor's degree,Liberal Party,1,0,9,Certain to vote,70-79
Newfoundland and Labrador,75,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,3,Certain to vote,70-79
Ontario,68,A woman,Some university,Liberal Party,1,0,7,Certain to vote,60-69
Ontario,57,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,9,Certain to vote,50-59
Ontario,47,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,40-49
Ontario,31,A woman,Some university,Liberal Party,1,0,8,Likely to vote,30-39
Nova Scotia,69,A man,Bachelor's degree,Liberal Party,1,0,10,Certain to vote,60-69
Ontario,28,A woman,"Some technical, community college, CEGEP, College Classique",ndp,0,0,4,Likely to vote,18-29
Ontario,39,A man,Some secondary/ high school,Green Party,0,0,8,Certain to vote,30-39
Ontario,61,A man,Completed secondary/ high school,Conservative Party,0,1,9,Certain to vote,60-69
Quebec,45,A woman,Professional degree or doctorate,Conservative Party,0,1,7,Certain to vote,40-49
Ontario,81,A man,"Some technical, community college, CEGEP, College Classique",Liberal Party,1,0,10,Certain to vote,80-89
Manitoba,31,A woman,"Completed technical, community college, CEGEP, College Classique",Don't know/ Prefer not to answer,0,0,7,Certain to vote,30-39
Newfoundland and Labrador,68,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,60-69
Quebec,59,A woman,Some university,Liberal Party,1,0,NA,Certain to vote,50-59
Ontario,36,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,1,6,Certain to vote,30-39
Ontario,59,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,5,Certain to vote,50-59
Ontario,69,A man,"Some technical, community college, CEGEP, College Classique",Conservative Party,0,1,8,Certain to vote,60-69
Ontario,64,A man,Completed secondary/ high school,Conservative Party,0,1,4,Certain to vote,60-69
Ontario,54,A woman,Bachelor's degree,ndp,0,1,7,Certain to vote,50-59
Ontario,34,A man,Master's degree,ndp,0,0,9,Certain to vote,30-39
Ontario,51,A woman,Bachelor's degree,Don't know/ Prefer not to answer,0,0,10,Certain to vote,50-59
Ontario,70,A woman,Bachelor's degree,Liberal Party,1,0,7,Certain to vote,70-79
Ontario,21,A woman,Some university,NA,NA,NA,6,Unlikely to vote,18-29
Ontario,35,A man,Completed secondary/ high school,Conservative Party,0,1,7,Certain to vote,30-39
Ontario,71,A man,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,70-79
Nova Scotia,63,A woman,"Completed technical, community college, CEGEP, College Classique",NA,NA,NA,0,Certain not to vote,60-69
Quebec,39,A man,Completed secondary/ high school,Liberal Party,1,0,6,Likely to vote,30-39
Newfoundland and Labrador,48,A woman,"Completed technical, community college, CEGEP, College Classique",Conservative Party,0,1,NA,Certain to vote,40-49
Quebec,39,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,8,Certain to vote,30-39
Ontario,39,A woman,"Completed technical, community college, CEGEP, College Classique",Liberal Party,1,0,5,Likely to vote,30-39
Quebec,51,A man,Bachelor's degree,Conservative Party,0,1,8,Certain to vote,50-59
Quebec,29,A woman,"Some technical, community college, CEGEP, College Classique",NA,NA,NA,4,Certain not to vote,18-29
